,age,time_since_last_disturbance,last_disturbance_type,identifier,timestep,area,Species
1511,12,1,2,18,62,3.637978807091713e-12,CF
1512,11,11,1,19,62,305.9999999999999,CF
1513,11,11,1,20,62,3.637978807091713e-12,CF
1514,10,10,1,21,62,3.637978807091713e-12,CF
1515,12,1,2,22,62,7.275957614183426e-12,CF
1516,11,11,1,23,62,305.9999999999966,CF
1517,12,1,2,24,62,305.99999999999596,CF
1518,11,11,1,25,62,305.9999999999935,CF
1519,12,1,2,26,62,305.99999999999636,CF
1520,10,10,1,27,62,305.99999999999665,CF
1521,12,1,2,28,62,4.552358490173006e-12,CF
1522,11,11,1,29,62,305.9999999999887,CF
1523,12,1,2,30,62,305.999999999989,CF
1524,12,1,2,31,62,305.99999999998545,CF
1525,11,11,1,32,62,305.99999999999307,CF
1526,12,1,2,33,62,4.409361764601273e-12,CF
1527,12,1,2,34,62,306.0000000000011,CF
1528,12,1,2,35,62,3.974820472762943e-12,CF
1529,11,11,1,36,62,305.9999999999891,CF
1530,11,11,1,37,62,3.637978807091713e-12,CF
1531,11,11,1,38,62,305.9999999999953,CF
1532,93,93,1,1,63,6752.6,MF
1533,113,113,1,2,63,26295.0,BL
1534,12,12,1,3,63,19246.000000000007,CF
1535,13,1,2,4,63,19552.000000000004,CF
1536,12,12,1,5,63,305.99999999999756,CF
1537,13,1,2,6,63,305.9999999999891,CF
1538,12,12,1,7,63,3.637978807091713e-12,CF
1539,13,1,2,8,63,305.99999999999716,CF
1540,12,12,1,9,63,3.637978807091713e-12,CF
1541,13,1,2,10,63,3.637978807091713e-12,CF
1542,12,12,1,11,63,1.0913936421275137e-11,CF
1543,13,1,2,12,63,3.637978807091713e-12,CF
1544,12,12,1,13,63,7.275957614183426e-12,CF
1545,13,1,2,14,63,306.0000000000002,CF
1546,12,12,1,15,63,3.637978807091713e-12,CF
1547,13,1,2,16,63,1.0913936421275139e-11,CF
1548,12,12,1,17,63,306.0000000000009,CF
1549,13,1,2,18,63,3.637978807091713e-12,CF
1550,12,12,1,19,63,305.9999999999999,CF
1551,12,12,1,20,63,3.637978807091713e-12,CF
1552,11,11,1,21,63,3.637978807091713e-12,CF
1553,13,1,2,22,63,7.275957614183426e-12,CF
1554,12,12,1,23,63,305.9999999999966,CF
1555,13,1,2,24,63,305.99999999999596,CF
1556,12,12,1,25,63,305.9999999999935,CF
1557,13,1,2,26,63,305.99999999999636,CF
1558,11,11,1,27,63,305.99999999999665,CF
1559,13,1,2,28,63,4.552358490173006e-12,CF
1560,12,12,1,29,63,305.9999999999887,CF
1561,13,1,2,30,63,305.999999999989,CF
1562,13,1,2,31,63,305.99999999998545,CF
1563,12,12,1,32,63,305.99999999999307,CF
1564,13,1,2,33,63,4.409361764601273e-12,CF
1565,13,1,2,34,63,306.0000000000011,CF
1566,13,1,2,35,63,3.974820472762943e-12,CF
1567,12,12,1,36,63,305.9999999999891,CF
1568,12,12,1,37,63,3.637978807091713e-12,CF
1569,12,12,1,38,63,305.9999999999953,CF
1570,13,2,2,39,63,3.635092227227601e-12,CF
1571,94,94,1,1,64,6752.6,MF
1572,114,114,1,2,64,26295.0,BL
1573,13,13,1,3,64,19246.000000000007,CF
1574,14,1,2,4,64,19552.000000000004,CF
1575,13,13,1,5,64,305.99999999999756,CF
1576,14,1,2,6,64,305.9999999999891,CF
1577,13,13,1,7,64,3.637978807091713e-12,CF
1578,14,1,2,8,64,305.99999999999716,CF
1579,13,13,1,9,64,3.637978807091713e-12,CF
1580,14,1,2,10,64,3.637978807091713e-12,CF
1581,13,13,1,11,64,1.0913936421275137e-11,CF
1582,14,1,2,12,64,3.637978807091713e-12,CF
1583,13,13,1,13,64,7.275957614183426e-12,CF
1584,14,1,2,14,64,306.0000000000002,CF
1585,13,13,1,15,64,3.637978807091713e-12,CF
1586,14,1,2,16,64,1.0913936421275139e-11,CF
1587,13,13,1,17,64,306.0000000000009,CF
1588,14,1,2,18,64,3.637978807091713e-12,CF
1589,13,13,1,19,64,305.9999999999999,CF
1590,13,13,1,20,64,3.637978807091713e-12,CF
1591,12,12,1,21,64,3.637978807091713e-12,CF
1592,14,1,2,22,64,7.275957614183426e-12,CF
1593,13,13,1,23,64,305.9999999999966,CF
1594,14,1,2,24,64,305.99999999999596,CF
1595,13,13,1,25,64,305.9999999999935,CF
1596,14,1,2,26,64,305.99999999999636,CF
1597,12,12,1,27,64,305.99999999999665,CF
1598,14,1,2,28,64,4.552358490173006e-12,CF
1599,13,13,1,29,64,305.9999999999887,CF
1600,14,1,2,30,64,305.999999999989,CF
1601,14,1,2,31,64,305.99999999998545,CF
1602,13,13,1,32,64,305.99999999999307,CF
1603,14,1,2,33,64,4.409361764601273e-12,CF
1604,14,1,2,34,64,306.0000000000011,CF
1605,14,1,2,35,64,3.974820472762943e-12,CF
1606,13,13,1,36,64,305.9999999999891,CF
1607,13,13,1,37,64,3.637978807091713e-12,CF
1608,13,13,1,38,64,305.9999999999953,CF
1609,14,1,2,39,64,3.635092227227601e-12,CF
1610,95,95,1,1,65,6752.6,MF
1611,115,115,1,2,65,26295.0,BL
1612,14,14,1,3,65,19246.000000000007,CF
1613,15,1,2,4,65,19552.000000000004,CF
1614,14,14,1,5,65,305.99999999999756,CF
1615,15,1,2,6,65,305.9999999999891,CF
1616,14,14,1,7,65,3.637978807091713e-12,CF
1617,15,1,2,8,65,305.99999999999716,CF
1618,14,14,1,9,65,3.637978807091713e-12,CF
1619,15,1,2,10,65,3.637978807091713e-12,CF
1620,14,14,1,11,65,1.0913936421275137e-11,CF
1621,15,1,2,12,65,3.637978807091713e-12,CF
1622,14,14,1,13,65,7.275957614183426e-12,CF
1623,15,1,2,14,65,306.0000000000002,CF
1624,14,14,1,15,65,3.637978807091713e-12,CF
1625,15,1,2,16,65,1.0913936421275139e-11,CF
1626,14,14,1,17,65,306.0000000000009,CF
1627,15,1,2,18,65,3.637978807091713e-12,CF
1628,14,14,1,19,65,305.9999999999999,CF
1629,14,14,1,20,65,3.637978807091713e-12,CF
1630,13,13,1,21,65,3.637978807091713e-12,CF
1631,15,1,2,22,65,7.275957614183426e-12,CF
1632,14,14,1,23,65,305.9999999999966,CF
1633,15,1,2,24,65,305.99999999999596,CF
1634,14,14,1,25,65,305.9999999999935,CF
1635,15,1,2,26,65,305.99999999999636,CF
1636,13,13,1,27,65,305.99999999999665,CF
1637,15,1,2,28,65,4.552358490173006e-12,CF
1638,14,14,1,29,65,305.9999999999887,CF
1639,15,1,2,30,65,305.999999999989,CF
1640,15,1,2,31,65,305.99999999998545,CF
1641,14,14,1,32,65,305.99999999999307,CF
1642,15,1,2,33,65,4.409361764601273e-12,CF
1643,15,1,2,34,65,306.0000000000011,CF
1644,15,1,2,35,65,3.974820472762943e-12,CF
1645,14,14,1,36,65,305.9999999999891,CF
1646,14,14,1,37,65,3.637978807091713e-12,CF
1647,14,14,1,38,65,305.9999999999953,CF
1648,15,1,2,39,65,3.635092227227601e-12,CF
1649,96,96,1,1,66,6752.6,MF
1650,116,116,1,2,66,26295.0,BL
1651,15,1,2,3,66,19246.000000000007,CF
1652,16,2,2,4,66,19552.000000000004,CF
1653,15,1,2,5,66,305.99999999999756,CF
1654,16,2,2,6,66,305.9999999999891,CF
1655,15,1,2,7,66,3.637978807091713e-12,CF
1656,16,2,2,8,66,305.99999999999716,CF
1657,15,1,2,9,66,3.637978807091713e-12,CF
1658,16,2,2,10,66,3.637978807091713e-12,CF
1659,15,1,2,11,66,1.0913936421275137e-11,CF
1660,16,2,2,12,66,3.637978807091713e-12,CF
1661,15,1,2,13,66,7.275957614183426e-12,CF
1662,16,2,2,14,66,306.0000000000002,CF
1663,15,1,2,15,66,3.637978807091713e-12,CF
1664,16,2,2,16,66,1.0913936421275139e-11,CF
1665,15,1,2,17,66,306.0000000000009,CF
1666,16,2,2,18,66,3.637978807091713e-12,CF
1667,15,1,2,19,66,305.9999999999999,CF
1668,15,1,2,20,66,3.637978807091713e-12,CF
1669,14,14,1,21,66,3.637978807091713e-12,CF
1670,16,2,2,22,66,7.275957614183426e-12,CF
1671,15,1,2,23,66,305.9999999999966,CF
1672,16,2,2,24,66,305.99999999999596,CF
1673,15,1,2,25,66,305.9999999999935,CF
1674,16,2,2,26,66,305.99999999999636,CF
1675,14,14,1,27,66,305.99999999999665,CF
1676,16,2,2,28,66,4.552358490173006e-12,CF
1677,15,1,2,29,66,305.9999999999887,CF
1678,16,2,2,30,66,305.999999999989,CF
1679,16,2,2,31,66,305.99999999998545,CF
1680,15,1,2,32,66,305.99999999999307,CF
1681,16,2,2,33,66,4.409361764601273e-12,CF
1682,16,2,2,34,66,306.0000000000011,CF
1683,16,2,2,35,66,3.974820472762943e-12,CF
1684,15,1,2,36,66,305.9999999999891,CF
1685,15,1,2,37,66,3.637978807091713e-12,CF
1686,15,1,2,38,66,305.9999999999953,CF
1687,16,1,2,39,66,3.635092227227601e-12,CF
1688,97,97,1,1,67,6752.6,MF
1689,117,117,1,2,67,26295.0,BL
1690,16,2,2,3,67,19246.000000000007,CF
1691,17,1,2,4,67,19552.000000000004,CF
1692,16,2,2,5,67,305.99999999999756,CF
1693,17,1,2,6,67,305.9999999999891,CF
1694,16,2,2,7,67,3.637978807091713e-12,CF
1695,17,1,2,8,67,305.99999999999716,CF
1696,16,2,2,9,67,3.637978807091713e-12,CF
1697,17,1,2,10,67,3.637978807091713e-12,CF
1698,16,2,2,11,67,1.0913936421275137e-11,CF
1699,17,1,2,12,67,3.637978807091713e-12,CF
1700,16,2,2,13,67,7.275957614183426e-12,CF
1701,17,1,2,14,67,306.0000000000002,CF
1702,16,2,2,15,67,3.637978807091713e-12,CF
1703,17,1,2,16,67,1.0913936421275139e-11,CF
1704,16,2,2,17,67,306.0000000000009,CF
1705,17,1,2,18,67,3.637978807091713e-12,CF
1706,16,2,2,19,67,305.9999999999999,CF
1707,16,2,2,20,67,3.637978807091713e-12,CF
1708,15,15,1,21,67,3.637978807091713e-12,CF
1709,17,1,2,22,67,7.275957614183426e-12,CF
1710,16,2,2,23,67,305.9999999999966,CF
1711,17,1,2,24,67,305.99999999999596,CF
1712,16,2,2,25,67,305.9999999999935,CF
1713,17,1,2,26,67,305.99999999999636,CF
1714,15,15,1,27,67,305.99999999999665,CF
1715,17,1,2,28,67,4.552358490173006e-12,CF
1716,16,2,2,29,67,305.9999999999887,CF
1717,17,1,2,30,67,305.999999999989,CF
1718,17,1,2,31,67,305.99999999998545,CF
1719,16,2,2,32,67,305.99999999999307,CF
1720,17,1,2,33,67,4.409361764601273e-12,CF
1721,17,1,2,34,67,306.0000000000011,CF
1722,17,1,2,35,67,3.974820472762943e-12,CF
1723,16,2,2,36,67,305.9999999999891,CF
1724,16,2,2,37,67,3.637978807091713e-12,CF
1725,16,2,2,38,67,305.9999999999953,CF
1726,17,1,2,39,67,3.635092227227601e-12,CF
1727,98,98,1,1,68,6752.6,MF
1728,118,118,1,2,68,26295.0,BL
1729,17,3,2,3,68,19246.000000000007,CF
1730,18,1,2,4,68,19552.000000000004,CF
1731,17,3,2,5,68,305.99999999999756,CF
1732,18,1,2,6,68,305.9999999999891,CF
1733,17,3,2,7,68,3.637978807091713e-12,CF
1734,18,1,2,8,68,305.99999999999716,CF
1735,17,3,2,9,68,3.637978807091713e-12,CF
1736,18,1,2,10,68,3.637978807091713e-12,CF
1737,17,3,2,11,68,1.0913936421275137e-11,CF
1738,18,1,2,12,68,3.637978807091713e-12,CF
1739,17,3,2,13,68,7.275957614183426e-12,CF
1740,18,1,2,14,68,306.0000000000002,CF
1741,17,3,2,15,68,3.637978807091713e-12,CF
1742,18,1,2,16,68,1.0913936421275139e-11,CF
1743,17,3,2,17,68,306.0000000000009,CF
1744,18,1,2,18,68,3.637978807091713e-12,CF
1745,17,3,2,19,68,305.9999999999999,CF
1746,17,3,2,20,68,3.637978807091713e-12,CF
1747,16,16,1,21,68,3.637978807091713e-12,CF
1748,18,1,2,22,68,7.275957614183426e-12,CF
1749,17,3,2,23,68,305.9999999999966,CF
1750,18,1,2,24,68,305.99999999999596,CF
1751,17,1,2,25,68,3.637978807091713e-12,CF
1752,18,1,2,26,68,305.99999999999636,CF
1753,16,16,1,27,68,305.99999999999665,CF
1754,18,1,2,28,68,4.552358490173006e-12,CF
1755,17,3,2,29,68,305.9999999999887,CF
1756,18,1,2,30,68,305.999999999989,CF
1757,18,1,2,31,68,305.99999999998545,CF
1758,17,3,2,32,68,305.99999999999307,CF
1759,18,1,2,33,68,4.409361764601273e-12,CF
1760,18,1,2,34,68,306.0000000000011,CF
1761,18,1,2,35,68,3.974820472762943e-12,CF
1762,17,3,2,36,68,305.9999999999891,CF
1763,17,3,2,37,68,3.637978807091713e-12,CF
1764,17,3,2,38,68,305.9999999999953,CF
1765,18,2,2,39,68,3.635092227227601e-12,CF
1766,17,3,2,40,68,305.9999999999899,CF
1767,99,99,1,1,69,6752.6,MF
1768,119,119,1,2,69,26295.0,BL
1769,18,1,2,3,69,19246.000000000007,CF
1770,19,2,2,4,69,19552.000000000004,CF
1771,18,1,2,5,69,305.99999999999756,CF
1772,19,2,2,6,69,305.9999999999891,CF
1773,18,1,2,7,69,3.637978807091713e-12,CF
1774,19,2,2,8,69,305.99999999999716,CF
1775,18,1,2,9,69,3.637978807091713e-12,CF
1776,19,2,2,10,69,3.637978807091713e-12,CF
1777,18,1,2,11,69,1.0913936421275137e-11,CF
1778,19,2,2,12,69,3.637978807091713e-12,CF
1779,18,1,2,13,69,7.275957614183426e-12,CF
1780,19,1,2,14,69,3.637978807091713e-12,CF
1781,18,1,2,15,69,3.637978807091713e-12,CF
1782,19,2,2,16,69,1.0913936421275139e-11,CF
1783,18,1,2,17,69,306.0000000000009,CF
1784,19,2,2,18,69,3.637978807091713e-12,CF
1785,18,1,2,19,69,305.9999999999999,CF
1786,18,1,2,20,69,3.637978807091713e-12,CF
1787,17,17,1,21,69,3.637978807091713e-12,CF
1788,19,2,2,22,69,7.275957614183426e-12,CF
1789,18,1,2,23,69,305.9999999999966,CF
1790,19,2,2,24,69,305.99999999999596,CF
1791,18,2,2,25,69,3.637978807091713e-12,CF
1792,19,2,2,26,69,305.99999999999636,CF
1793,17,17,1,27,69,305.99999999999665,CF
1794,19,2,2,28,69,4.552358490173006e-12,CF
1795,18,1,2,29,69,305.9999999999887,CF
1796,19,2,2,30,69,305.999999999989,CF
1797,19,2,2,31,69,305.99999999998545,CF
1798,18,1,2,32,69,305.99999999999307,CF
1799,19,2,2,33,69,4.409361764601273e-12,CF
1800,19,2,2,34,69,306.0000000000011,CF
1801,19,2,2,35,69,3.974820472762943e-12,CF
1802,18,1,2,36,69,305.9999999999891,CF
1803,18,1,2,37,69,3.637978807091713e-12,CF
1804,18,1,2,38,69,305.9999999999953,CF
1805,19,1,2,39,69,3.635092227227601e-12,CF
1806,18,1,2,40,69,305.9999999999899,CF
1807,19,2,2,41,69,305.9999999999966,CF
1808,100,100,1,1,70,6752.6,MF
1809,120,120,1,2,70,26295.0,BL
1810,19,2,2,3,70,19246.000000000007,CF
1811,20,1,2,4,70,19552.000000000004,CF
1812,19,2,2,5,70,305.99999999999756,CF
1813,20,1,2,6,70,305.9999999999891,CF
1814,19,2,2,7,70,3.637978807091713e-12,CF
1815,20,1,2,8,70,305.99999999999716,CF
1816,19,2,2,9,70,3.637978807091713e-12,CF
1817,20,1,2,10,70,3.637978807091713e-12,CF
1818,19,2,2,11,70,1.0913936421275137e-11,CF
1819,20,1,2,12,70,3.637978807091713e-12,CF
1820,19,2,2,13,70,7.275957614183426e-12,CF
1821,20,2,2,14,70,3.637978807091713e-12,CF
1822,19,2,2,15,70,3.637978807091713e-12,CF
1823,20,1,2,16,70,1.0913936421275139e-11,CF
1824,19,2,2,17,70,306.0000000000009,CF
1825,20,1,2,18,70,3.637978807091713e-12,CF
1826,19,2,2,19,70,305.9999999999999,CF
1827,19,2,2,20,70,3.637978807091713e-12,CF
1828,18,18,1,21,70,3.637978807091713e-12,CF
1829,20,1,2,22,70,7.275957614183426e-12,CF
1830,19,2,2,23,70,305.9999999999966,CF
1831,20,1,2,24,70,305.99999999999596,CF
1832,19,3,2,25,70,3.637978807091713e-12,CF
1833,20,1,2,26,70,305.99999999999636,CF
1834,18,18,1,27,70,305.99999999999665,CF
1835,20,1,2,28,70,4.552358490173006e-12,CF
1836,19,2,2,29,70,305.9999999999887,CF
1837,20,1,2,30,70,305.999999999989,CF
1838,20,1,2,31,70,305.99999999998545,CF
1839,19,2,2,32,70,305.99999999999307,CF
1840,20,1,2,33,70,4.409361764601273e-12,CF
1841,20,1,2,34,70,306.0000000000011,CF
1842,20,1,2,35,70,3.974820472762943e-12,CF
1843,19,2,2,36,70,305.9999999999891,CF
1844,19,2,2,37,70,3.637978807091713e-12,CF
1845,19,2,2,38,70,305.9999999999953,CF
1846,20,1,2,39,70,3.635092227227601e-12,CF
1847,19,2,2,40,70,305.9999999999899,CF
1848,20,1,2,41,70,305.9999999999966,CF
1849,101,101,1,1,71,6752.6,MF
1850,121,121,1,2,71,26295.0,BL
1851,20,1,2,3,71,19246.000000000007,CF
1852,21,2,2,4,71,19552.000000000004,CF
1853,20,1,2,5,71,305.99999999999756,CF
1854,21,2,2,6,71,305.9999999999891,CF
1855,20,1,2,7,71,3.637978807091713e-12,CF
1856,21,2,2,8,71,305.99999999999716,CF
1857,20,1,2,9,71,3.637978807091713e-12,CF
1858,21,2,2,10,71,3.637978807091713e-12,CF
1859,20,1,2,11,71,1.0913936421275137e-11,CF
1860,21,2,2,12,71,3.637978807091713e-12,CF
1861,20,1,2,13,71,7.275957614183426e-12,CF
1862,21,1,2,14,71,3.637978807091713e-12,CF
1863,20,1,2,15,71,3.637978807091713e-12,CF
1864,21,2,2,16,71,1.0913936421275139e-11,CF
1865,20,1,2,17,71,306.0000000000009,CF
1866,21,2,2,18,71,3.637978807091713e-12,CF
1867,20,1,2,19,71,305.9999999999999,CF
1868,20,1,2,20,71,3.637978807091713e-12,CF
1869,19,19,1,21,71,3.637978807091713e-12,CF
1870,21,2,2,22,71,7.275957614183426e-12,CF
1871,20,1,2,23,71,305.9999999999966,CF
1872,21,2,2,24,71,305.99999999999596,CF
1873,20,1,2,25,71,3.637978807091713e-12,CF
1874,21,2,2,26,71,305.99999999999636,CF
1875,19,19,1,27,71,305.99999999999665,CF
1876,21,2,2,28,71,4.552358490173006e-12,CF
1877,20,1,2,29,71,305.9999999999887,CF
1878,21,2,2,30,71,305.999999999989,CF
1879,21,2,2,31,71,305.99999999998545,CF
1880,20,1,2,32,71,305.99999999999307,CF
1881,21,2,2,33,71,4.409361764601273e-12,CF
1882,21,2,2,34,71,306.0000000000011,CF
1883,21,2,2,35,71,3.974820472762943e-12,CF
1884,20,1,2,36,71,305.9999999999891,CF
1885,20,1,2,37,71,3.637978807091713e-12,CF
1886,20,1,2,38,71,305.9999999999953,CF
1887,21,2,2,39,71,3.635092227227601e-12,CF
1888,20,1,2,40,71,305.9999999999899,CF
1889,21,2,2,41,71,305.9999999999966,CF
1890,102,102,1,1,72,6752.6,MF
1891,122,122,1,2,72,26295.0,BL
1892,21,2,2,3,72,19246.000000000007,CF
1893,22,1,2,4,72,19552.000000000004,CF
1894,21,2,2,5,72,305.99999999999756,CF
1895,22,1,2,6,72,305.9999999999891,CF
1896,21,2,2,7,72,3.637978807091713e-12,CF
1897,22,1,2,8,72,305.99999999999716,CF
1898,21,2,2,9,72,3.637978807091713e-12,CF
1899,22,1,2,10,72,3.637978807091713e-12,CF
1900,21,2,2,11,72,1.0913936421275137e-11,CF
1901,22,1,2,12,72,3.637978807091713e-12,CF
1902,21,2,2,13,72,7.275957614183426e-12,CF
1903,22,2,2,14,72,3.637978807091713e-12,CF
1904,21,2,2,15,72,3.637978807091713e-12,CF
1905,22,1,2,16,72,1.0913936421275139e-11,CF
1906,21,2,2,17,72,306.0000000000009,CF
1907,22,1,2,18,72,3.637978807091713e-12,CF
1908,21,2,2,19,72,305.9999999999999,CF
1909,21,2,2,20,72,3.637978807091713e-12,CF
1910,20,20,1,21,72,3.637978807091713e-12,CF
1911,22,1,2,22,72,7.275957614183426e-12,CF
1912,21,2,2,23,72,305.9999999999966,CF
1913,22,1,2,24,72,305.99999999999596,CF
1914,21,2,2,25,72,3.637978807091713e-12,CF
1915,22,1,2,26,72,305.99999999999636,CF
1916,20,20,1,27,72,305.99999999999665,CF
1917,22,1,2,28,72,4.552358490173006e-12,CF
1918,21,2,2,29,72,305.9999999999887,CF
1919,22,1,2,30,72,305.999999999989,CF
1920,22,1,2,31,72,305.99999999998545,CF
1921,21,2,2,32,72,305.99999999999307,CF
1922,22,1,2,33,72,4.409361764601273e-12,CF
1923,22,1,2,34,72,306.0000000000011,CF
1924,22,1,2,35,72,3.974820472762943e-12,CF
1925,21,2,2,36,72,305.9999999999891,CF
1926,21,2,2,37,72,3.637978807091713e-12,CF
1927,21,2,2,38,72,305.9999999999953,CF
1928,22,1,2,39,72,3.635092227227601e-12,CF
1929,21,2,2,40,72,305.9999999999899,CF
1930,22,1,2,41,72,305.9999999999966,CF
1931,103,103,1,1,73,6752.6,MF
1932,123,123,1,2,73,26295.0,BL
1933,22,3,2,3,73,19246.000000000007,CF
1934,23,1,2,4,73,19552.000000000004,CF
1935,22,3,2,5,73,305.99999999999756,CF
1936,23,1,2,6,73,305.9999999999818,CF
1937,22,3,2,7,73,3.637978807091713e-12,CF
1938,23,2,2,8,73,305.99999999999716,CF
1939,22,3,2,9,73,3.637978807091713e-12,CF
1940,23,1,2,10,73,3.637978807091713e-12,CF
1941,22,3,2,11,73,1.0913936421275137e-11,CF
1942,23,1,2,12,73,3.637978807091713e-12,CF
1943,22,3,2,13,73,7.275957614183426e-12,CF
1944,23,1,2,14,73,3.637978807091713e-12,CF
1945,22,3,2,15,73,3.637978807091713e-12,CF
1946,23,1,2,16,73,1.0913936421275139e-11,CF
1947,22,3,2,17,73,306.0000000000009,CF
1948,23,1,2,18,73,3.637978807091713e-12,CF
1949,22,3,2,19,73,305.9999999999999,CF
1950,22,3,2,20,73,3.637978807091713e-12,CF
1951,21,1,2,21,73,3.637978807091713e-12,CF
1952,23,1,2,22,73,7.275957614183426e-12,CF
1953,22,3,2,23,73,305.9999999999966,CF
1954,23,1,2,24,73,305.99999999999596,CF
1955,22,1,2,25,73,3.637978807091713e-12,CF
1956,23,1,2,26,73,305.99999999999636,CF
1957,21,1,2,27,73,305.99999999999665,CF
1958,23,1,2,28,73,4.552358490173006e-12,CF
1959,22,3,2,29,73,305.9999999999887,CF
1960,23,1,2,30,73,305.999999999989,CF
1961,23,1,2,31,73,305.99999999998545,CF
1962,22,3,2,32,73,305.99999999999307,CF
1963,23,1,2,33,73,4.409361764601273e-12,CF
1964,23,1,2,34,73,306.0000000000011,CF
1965,23,1,2,35,73,3.974820472762943e-12,CF
1966,22,3,2,36,73,305.9999999999891,CF
1967,22,3,2,37,73,3.637978807091713e-12,CF
1968,22,3,2,38,73,305.9999999999953,CF
1969,23,2,2,39,73,3.635092227227601e-12,CF
1970,22,3,2,40,73,305.9999999999899,CF
1971,23,1,2,41,73,305.9999999999966,CF
1972,23,2,2,42,73,7.270184454455116e-12,CF
1973,104,104,1,1,74,6752.6,MF
1974,124,124,1,2,74,26295.0,BL
1975,23,1,2,3,74,19246.000000000007,CF
1976,24,2,2,4,74,19552.000000000004,CF
1977,23,1,2,5,74,305.99999999999756,CF
1978,24,2,2,6,74,305.9999999999818,CF
1979,23,1,2,7,74,3.637978807091713e-12,CF
1980,24,1,2,8,74,305.99999999999716,CF
1981,23,1,2,9,74,3.637978807091713e-12,CF
1982,24,2,2,10,74,3.637978807091713e-12,CF
1983,23,1,2,11,74,1.0913936421275137e-11,CF
1984,24,2,2,12,74,3.637978807091713e-12,CF
1985,23,4,2,13,74,7.275957614183426e-12,CF
1986,24,2,2,14,74,3.637978807091713e-12,CF
1987,23,1,2,15,74,3.637978807091713e-12,CF
1988,24,2,2,16,74,1.0913936421275139e-11,CF
1989,23,1,2,17,74,306.0000000000009,CF
1990,24,2,2,18,74,3.637978807091713e-12,CF
1991,23,1,2,19,74,305.9999999999999,CF
1992,23,1,2,20,74,3.637978807091713e-12,CF
1993,22,2,2,21,74,3.637978807091713e-12,CF
1994,24,2,2,22,74,7.275957614183426e-12,CF
1995,23,1,2,23,74,7.275957614183426e-12,CF
1996,24,2,2,24,74,305.99999999999596,CF
1997,23,2,2,25,74,3.637978807091713e-12,CF
1998,24,2,2,26,74,305.99999999999636,CF
1999,22,2,2,27,74,305.99999999999665,CF
2000,24,2,2,28,74,4.552358490173006e-12,CF
2001,23,1,2,29,74,305.9999999999887,CF
2002,24,2,2,30,74,305.999999999989,CF
2003,24,2,2,31,74,305.99999999998545,CF
2004,23,1,2,32,74,305.99999999999307,CF
2005,24,2,2,33,74,4.409361764601273e-12,CF
2006,24,2,2,34,74,306.0000000000011,CF
2007,24,2,2,35,74,3.974820472762943e-12,CF
2008,23,1,2,36,74,305.9999999999891,CF
2009,23,1,2,37,74,3.637978807091713e-12,CF
2010,23,1,2,38,74,305.9999999999953,CF
2011,24,3,2,39,74,3.635092227227601e-12,CF
2012,23,1,2,40,74,305.9999999999899,CF
2013,24,2,2,41,74,305.9999999999966,CF
2014,24,1,2,42,74,7.270184454455116e-12,CF
2015,23,4,2,43,74,305.9999999999893,CF
2016,105,105,1,1,75,6752.6,MF
2017,125,125,1,2,75,26295.0,BL
2018,24,2,2,3,75,19246.000000000007,CF
2019,25,1,2,4,75,19552.000000000004,CF
2020,24,2,2,5,75,305.99999999999756,CF
2021,25,1,2,6,75,305.9999999999818,CF
2022,24,2,2,7,75,3.637978807091713e-12,CF
2023,25,1,2,8,75,7.275957614183426e-12,CF
2024,24,2,2,9,75,3.637978807091713e-12,CF
2025,25,1,2,10,75,3.637978807091713e-12,CF
2026,24,2,2,11,75,1.0913936421275137e-11,CF
2027,25,1,2,12,75,3.637978807091713e-12,CF
2028,24,1,2,13,75,7.275957614183426e-12,CF
2029,25,1,2,14,75,3.637978807091713e-12,CF
2030,24,2,2,15,75,3.637978807091713e-12,CF
2031,25,1,2,16,75,1.0913936421275139e-11,CF
2032,24,2,2,17,75,306.0000000000009,CF
2033,25,1,2,18,75,3.637978807091713e-12,CF
2034,24,2,2,19,75,305.9999999999999,CF
2035,24,2,2,20,75,3.637978807091713e-12,CF
2036,23,3,2,21,75,3.637978807091713e-12,CF
2037,25,1,2,22,75,7.275957614183426e-12,CF
2038,24,2,2,23,75,7.275957614183426e-12,CF
2039,25,1,2,24,75,305.99999999999596,CF
2040,24,3,2,25,75,3.637978807091713e-12,CF
2041,25,1,2,26,75,305.99999999999636,CF
2042,23,3,2,27,75,305.99999999999665,CF
2043,25,1,2,28,75,4.552358490173006e-12,CF
2044,24,2,2,29,75,305.9999999999887,CF
2045,25,1,2,30,75,305.999999999989,CF
2046,25,1,2,31,75,305.99999999998545,CF
2047,24,2,2,32,75,305.99999999999307,CF
2048,25,1,2,33,75,4.409361764601273e-12,CF
2049,25,1,2,34,75,306.0000000000011,CF
2050,25,1,2,35,75,3.974820472762943e-12,CF
2051,24,2,2,36,75,305.9999999999891,CF
2052,24,2,2,37,75,3.637978807091713e-12,CF
2053,24,2,2,38,75,305.9999999999953,CF
2054,25,1,2,39,75,3.635092227227601e-12,CF
2055,24,2,2,40,75,305.9999999999899,CF
2056,25,1,2,41,75,305.9999999999966,CF
2057,25,2,2,42,75,7.270184454455116e-12,CF
2058,24,1,2,43,75,305.9999999999893,CF
2059,25,2,2,44,75,305.9999999999899,CF
2060,106,106,1,1,76,6752.6,MF
2061,126,126,1,2,76,26295.0,BL
2062,25,1,2,3,76,19246.000000000007,CF
2063,26,2,2,4,76,19552.000000000004,CF
