,age,time_since_last_disturbance,last_disturbance_type,identifier,timestep,area,Species
7833,12,1,2,72,167,305.9999999998872,CF
7834,11,11,1,73,167,2.1844526187918356e-11,CF
7835,12,1,2,74,167,305.9999999999744,CF
7836,12,1,2,75,167,2.9114710642372607e-11,CF
7837,12,1,2,76,167,3.637978807091713e-12,CF
7838,11,11,1,77,167,4.069633519066002e-11,CF
7839,12,2,2,78,167,3.635092227227342e-12,CF
7840,198,198,1,1,168,6752.6,MF
7841,218,218,1,2,168,26295.0,BL
7842,12,12,1,3,168,18328.000000000087,CF
7843,13,1,2,4,168,19246.000000000004,CF
7844,12,12,1,5,168,2.9103830456733704e-11,CF
7845,13,1,2,6,168,3.637978807091713e-12,CF
7846,12,12,1,7,168,3.637978807091713e-12,CF
7847,13,1,2,8,168,3.637978807091713e-12,CF
7848,12,12,1,9,168,3.637978807091713e-12,CF
7849,13,1,2,10,168,3.637978807091713e-12,CF
7850,12,12,1,11,168,1.0913936421275137e-11,CF
7851,13,1,2,12,168,3.637978807091713e-12,CF
7852,12,12,1,13,168,7.275957614183426e-12,CF
7853,13,1,2,14,168,3.637978807091713e-12,CF
7854,12,12,1,15,168,3.637978807091713e-12,CF
7855,13,1,2,16,168,1.0913936421275139e-11,CF
7856,12,12,1,17,168,1.4551915228366852e-11,CF
7857,13,1,2,18,168,3.637978807091713e-12,CF
7858,12,12,1,19,168,1.4551915228366852e-11,CF
7859,12,12,1,20,168,3.637978807091713e-12,CF
7860,11,11,1,21,168,3.637978807091713e-12,CF
7861,13,1,2,22,168,7.275957614183426e-12,CF
7862,12,12,1,23,168,7.275957614183426e-12,CF
7863,13,1,2,24,168,1.4551915228366852e-11,CF
7864,12,12,1,25,168,3.637978807091713e-12,CF
7865,13,1,2,26,168,1.8189894035458565e-11,CF
7866,11,11,1,27,168,3.637978807091713e-12,CF
7867,13,1,2,28,168,4.552358490173006e-12,CF
7868,12,12,1,29,168,305.99999999997453,CF
7869,13,1,2,30,168,1.0913936421275139e-11,CF
7870,13,1,2,31,168,3.2741809263825417e-11,CF
7871,12,12,1,32,168,305.99999999996,CF
7872,13,1,2,33,168,4.409361764601273e-12,CF
7873,13,1,2,34,168,1.0550138540565968e-10,CF
7874,13,1,2,35,168,3.974820472762943e-12,CF
7875,12,12,1,36,168,9.822542779147625e-11,CF
7876,12,12,1,37,168,3.637978807091713e-12,CF
7877,12,12,1,38,168,305.9999999999953,CF
7878,13,1,2,39,168,3.635092227227601e-12,CF
7879,12,12,1,40,168,3.637978807091713e-12,CF
7880,13,1,2,41,168,305.9999999999966,CF
7881,13,1,2,42,168,7.270184454455116e-12,CF
7882,12,12,1,43,168,305.9999999999893,CF
7883,13,1,2,44,168,305.99999999996726,CF
7884,13,1,2,45,168,305.99999999994543,CF
7885,12,12,1,46,168,305.9999999999827,CF
7886,13,1,2,47,168,306.0000000000002,CF
7887,13,1,2,48,168,4.722222612940658e-12,CF
7888,13,1,2,49,168,3.2274183325852877e-12,CF
7889,12,12,1,50,168,3.637978807091713e-12,CF
7890,13,1,2,51,168,3.6350922272276443e-12,CF
7891,12,12,1,52,168,305.99999999996845,CF
7892,12,12,1,53,168,305.99999999998624,CF
7893,13,1,2,54,168,305.9999999999782,CF
7894,12,12,1,55,168,305.9999999999817,CF
7895,11,11,1,56,168,305.999999999993,CF
7896,13,1,2,57,168,3.637978807091713e-12,CF
7897,12,12,1,58,168,305.99999999991167,CF
7898,13,1,2,59,168,305.9999999999345,CF
7899,12,12,1,60,168,305.9999999999673,CF
7900,13,1,2,61,168,1.8990808925422526e-11,CF
7901,12,12,1,62,168,1.1245004927218105e-11,CF
7902,13,1,2,63,168,1.4551915228366852e-11,CF
7903,13,1,2,64,168,3.637978807091712e-12,CF
7904,12,12,1,65,168,306.00000000000034,CF
7905,12,12,1,66,168,1.4166667838821399e-11,CF
7906,13,1,2,67,168,3.6350922272274282e-12,CF
7907,12,12,1,68,168,3.637978807091712e-12,CF
7908,13,1,2,69,168,3.637978807091713e-12,CF
7909,12,12,1,70,168,305.99999999989086,CF
7910,13,1,2,71,168,305.99999999997453,CF
7911,13,1,2,72,168,305.9999999998872,CF
7912,12,12,1,73,168,2.1844526187918356e-11,CF
7913,13,1,2,74,168,305.9999999999744,CF
7914,13,1,2,75,168,2.9114710642372607e-11,CF
7915,13,1,2,76,168,3.637978807091713e-12,CF
7916,12,12,1,77,168,4.069633519066002e-11,CF
7917,13,1,2,78,168,3.635092227227342e-12,CF
7918,199,199,1,1,169,6752.6,MF
7919,219,219,1,2,169,26295.0,BL
7920,13,13,1,3,169,18328.000000000087,CF
7921,14,1,2,4,169,19246.000000000004,CF
7922,13,13,1,5,169,2.9103830456733704e-11,CF
7923,14,1,2,6,169,3.637978807091713e-12,CF
7924,13,13,1,7,169,3.637978807091713e-12,CF
7925,14,1,2,8,169,3.637978807091713e-12,CF
7926,13,13,1,9,169,3.637978807091713e-12,CF
7927,14,1,2,10,169,3.637978807091713e-12,CF
7928,13,13,1,11,169,1.0913936421275137e-11,CF
7929,14,1,2,12,169,3.637978807091713e-12,CF
7930,13,13,1,13,169,7.275957614183426e-12,CF
7931,14,1,2,14,169,3.637978807091713e-12,CF
7932,13,13,1,15,169,3.637978807091713e-12,CF
7933,14,1,2,16,169,1.0913936421275139e-11,CF
7934,13,13,1,17,169,1.4551915228366852e-11,CF
7935,14,1,2,18,169,3.637978807091713e-12,CF
7936,13,13,1,19,169,1.4551915228366852e-11,CF
7937,13,13,1,20,169,3.637978807091713e-12,CF
7938,12,12,1,21,169,3.637978807091713e-12,CF
7939,14,1,2,22,169,7.275957614183426e-12,CF
7940,13,13,1,23,169,7.275957614183426e-12,CF
7941,14,1,2,24,169,1.4551915228366852e-11,CF
7942,13,13,1,25,169,3.637978807091713e-12,CF
7943,14,1,2,26,169,1.8189894035458565e-11,CF
7944,12,12,1,27,169,3.637978807091713e-12,CF
7945,14,1,2,28,169,4.552358490173006e-12,CF
7946,13,13,1,29,169,305.99999999997453,CF
7947,14,1,2,30,169,1.0913936421275139e-11,CF
7948,14,1,2,31,169,3.2741809263825417e-11,CF
7949,13,13,1,32,169,305.99999999996,CF
7950,14,1,2,33,169,4.409361764601273e-12,CF
7951,14,1,2,34,169,1.0550138540565968e-10,CF
7952,14,1,2,35,169,3.974820472762943e-12,CF
7953,13,13,1,36,169,9.822542779147625e-11,CF
7954,13,13,1,37,169,3.637978807091713e-12,CF
7955,13,13,1,38,169,305.9999999999953,CF
7956,14,1,2,39,169,3.635092227227601e-12,CF
7957,13,13,1,40,169,3.637978807091713e-12,CF
7958,14,1,2,41,169,305.9999999999966,CF
7959,14,1,2,42,169,7.270184454455116e-12,CF
7960,13,13,1,43,169,305.9999999999893,CF
7961,14,1,2,44,169,305.99999999996726,CF
7962,14,1,2,45,169,305.99999999994543,CF
7963,13,13,1,46,169,305.9999999999827,CF
7964,14,1,2,47,169,306.0000000000002,CF
7965,14,1,2,48,169,4.722222612940658e-12,CF
7966,14,1,2,49,169,3.2274183325852877e-12,CF
7967,13,13,1,50,169,3.637978807091713e-12,CF
7968,14,1,2,51,169,3.6350922272276443e-12,CF
7969,13,13,1,52,169,305.99999999996845,CF
7970,13,13,1,53,169,305.99999999998624,CF
7971,14,1,2,54,169,305.9999999999782,CF
7972,13,13,1,55,169,305.9999999999817,CF
7973,12,12,1,56,169,305.999999999993,CF
7974,14,1,2,57,169,3.637978807091713e-12,CF
7975,13,13,1,58,169,305.99999999991167,CF
7976,14,1,2,59,169,305.9999999999345,CF
7977,13,13,1,60,169,305.9999999999673,CF
7978,14,1,2,61,169,1.8990808925422526e-11,CF
7979,13,13,1,62,169,1.1245004927218105e-11,CF
7980,14,1,2,63,169,1.4551915228366852e-11,CF
7981,14,1,2,64,169,3.637978807091712e-12,CF
7982,13,13,1,65,169,306.00000000000034,CF
7983,13,13,1,66,169,1.4166667838821399e-11,CF
7984,14,1,2,67,169,3.6350922272274282e-12,CF
7985,13,13,1,68,169,3.637978807091712e-12,CF
7986,14,1,2,69,169,3.637978807091713e-12,CF
7987,13,13,1,70,169,305.99999999989086,CF
7988,14,1,2,71,169,305.99999999997453,CF
7989,14,1,2,72,169,305.9999999998872,CF
7990,13,13,1,73,169,2.1844526187918356e-11,CF
7991,14,1,2,74,169,305.9999999999744,CF
7992,14,1,2,75,169,2.9114710642372607e-11,CF
7993,14,1,2,76,169,3.637978807091713e-12,CF
7994,13,13,1,77,169,4.069633519066002e-11,CF
7995,14,1,2,78,169,3.635092227227342e-12,CF
7996,200,200,1,1,170,6752.6,MF
7997,220,220,1,2,170,26295.0,BL
7998,14,14,1,3,170,18328.000000000087,CF
7999,15,1,2,4,170,19246.000000000004,CF
8000,14,14,1,5,170,2.9103830456733704e-11,CF
8001,15,1,2,6,170,3.637978807091713e-12,CF
8002,14,14,1,7,170,3.637978807091713e-12,CF
8003,15,1,2,8,170,3.637978807091713e-12,CF
8004,14,14,1,9,170,3.637978807091713e-12,CF
8005,15,1,2,10,170,3.637978807091713e-12,CF
8006,14,14,1,11,170,1.0913936421275137e-11,CF
8007,15,1,2,12,170,3.637978807091713e-12,CF
8008,14,14,1,13,170,7.275957614183426e-12,CF
8009,15,1,2,14,170,3.637978807091713e-12,CF
8010,14,14,1,15,170,3.637978807091713e-12,CF
8011,15,1,2,16,170,1.0913936421275139e-11,CF
8012,14,14,1,17,170,1.4551915228366852e-11,CF
8013,15,1,2,18,170,3.637978807091713e-12,CF
8014,14,14,1,19,170,1.4551915228366852e-11,CF
8015,14,14,1,20,170,3.637978807091713e-12,CF
8016,13,13,1,21,170,3.637978807091713e-12,CF
8017,15,1,2,22,170,7.275957614183426e-12,CF
8018,14,14,1,23,170,7.275957614183426e-12,CF
8019,15,1,2,24,170,1.4551915228366852e-11,CF
8020,14,14,1,25,170,3.637978807091713e-12,CF
8021,15,1,2,26,170,1.8189894035458565e-11,CF
8022,13,13,1,27,170,3.637978807091713e-12,CF
8023,15,1,2,28,170,4.552358490173006e-12,CF
8024,14,14,1,29,170,305.99999999997453,CF
8025,15,1,2,30,170,1.0913936421275139e-11,CF
8026,15,1,2,31,170,3.2741809263825417e-11,CF
8027,14,14,1,32,170,305.99999999996,CF
8028,15,1,2,33,170,4.409361764601273e-12,CF
8029,15,1,2,34,170,1.0550138540565968e-10,CF
8030,15,1,2,35,170,3.974820472762943e-12,CF
8031,14,14,1,36,170,9.822542779147625e-11,CF
8032,14,14,1,37,170,3.637978807091713e-12,CF
8033,14,14,1,38,170,305.9999999999953,CF
8034,15,1,2,39,170,3.635092227227601e-12,CF
8035,14,14,1,40,170,3.637978807091713e-12,CF
8036,15,1,2,41,170,305.9999999999966,CF
8037,15,1,2,42,170,7.270184454455116e-12,CF
8038,14,14,1,43,170,305.9999999999893,CF
8039,15,1,2,44,170,305.99999999996726,CF
8040,15,1,2,45,170,305.99999999994543,CF
8041,14,14,1,46,170,305.9999999999827,CF
8042,15,1,2,47,170,306.0000000000002,CF
8043,15,1,2,48,170,4.722222612940658e-12,CF
8044,15,1,2,49,170,3.2274183325852877e-12,CF
8045,14,14,1,50,170,3.637978807091713e-12,CF
8046,15,1,2,51,170,3.6350922272276443e-12,CF
8047,14,14,1,52,170,305.99999999996845,CF
8048,14,14,1,53,170,305.99999999998624,CF
8049,15,1,2,54,170,305.9999999999782,CF
8050,14,14,1,55,170,305.9999999999817,CF
8051,13,13,1,56,170,305.999999999993,CF
8052,15,1,2,57,170,3.637978807091713e-12,CF
8053,14,14,1,58,170,305.99999999991167,CF
8054,15,1,2,59,170,305.9999999999345,CF
8055,14,14,1,60,170,305.9999999999673,CF
8056,15,1,2,61,170,1.8990808925422526e-11,CF
8057,14,14,1,62,170,1.1245004927218105e-11,CF
8058,15,1,2,63,170,1.4551915228366852e-11,CF
8059,15,1,2,64,170,3.637978807091712e-12,CF
8060,14,14,1,65,170,306.00000000000034,CF
8061,14,14,1,66,170,1.4166667838821399e-11,CF
8062,15,1,2,67,170,3.6350922272274282e-12,CF
8063,14,14,1,68,170,3.637978807091712e-12,CF
8064,15,1,2,69,170,3.637978807091713e-12,CF
8065,14,14,1,70,170,305.99999999989086,CF
8066,15,1,2,71,170,305.99999999997453,CF
8067,15,1,2,72,170,305.9999999998872,CF
8068,14,14,1,73,170,2.1844526187918356e-11,CF
8069,15,1,2,74,170,305.9999999999744,CF
8070,15,1,2,75,170,2.9114710642372607e-11,CF
8071,15,1,2,76,170,3.637978807091713e-12,CF
8072,14,14,1,77,170,4.069633519066002e-11,CF
8073,15,1,2,78,170,3.635092227227342e-12,CF
8074,201,201,1,1,171,6752.6,MF
8075,221,221,1,2,171,26295.0,BL
8076,15,1,2,3,171,18328.000000000087,CF
8077,16,2,2,4,171,19246.000000000004,CF
8078,15,1,2,5,171,2.9103830456733704e-11,CF
8079,16,2,2,6,171,3.637978807091713e-12,CF
8080,15,1,2,7,171,3.637978807091713e-12,CF
8081,16,2,2,8,171,3.637978807091713e-12,CF
8082,15,1,2,9,171,3.637978807091713e-12,CF
8083,16,2,2,10,171,3.637978807091713e-12,CF
8084,15,1,2,11,171,1.0913936421275137e-11,CF
8085,16,2,2,12,171,3.637978807091713e-12,CF
8086,15,1,2,13,171,7.275957614183426e-12,CF
8087,16,2,2,14,171,3.637978807091713e-12,CF
8088,15,1,2,15,171,3.637978807091713e-12,CF
8089,16,2,2,16,171,1.0913936421275139e-11,CF
8090,15,1,2,17,171,1.4551915228366852e-11,CF
8091,16,2,2,18,171,3.637978807091713e-12,CF
8092,15,1,2,19,171,1.4551915228366852e-11,CF
8093,15,1,2,20,171,3.637978807091713e-12,CF
8094,14,14,1,21,171,3.637978807091713e-12,CF
8095,16,2,2,22,171,7.275957614183426e-12,CF
8096,15,1,2,23,171,7.275957614183426e-12,CF
8097,16,2,2,24,171,1.4551915228366852e-11,CF
8098,15,1,2,25,171,3.637978807091713e-12,CF
8099,16,2,2,26,171,1.8189894035458565e-11,CF
8100,14,14,1,27,171,3.637978807091713e-12,CF
8101,16,2,2,28,171,4.552358490173006e-12,CF
8102,15,1,2,29,171,305.99999999997453,CF
8103,16,2,2,30,171,1.0913936421275139e-11,CF
8104,16,2,2,31,171,3.2741809263825417e-11,CF
8105,15,1,2,32,171,305.99999999996,CF
8106,16,2,2,33,171,4.409361764601273e-12,CF
8107,16,2,2,34,171,1.0550138540565968e-10,CF
8108,16,2,2,35,171,3.974820472762943e-12,CF
8109,15,1,2,36,171,9.822542779147625e-11,CF
8110,15,1,2,37,171,3.637978807091713e-12,CF
8111,15,1,2,38,171,305.9999999999953,CF
8112,16,2,2,39,171,3.635092227227601e-12,CF
8113,15,1,2,40,171,3.637978807091713e-12,CF
8114,16,2,2,41,171,305.9999999999966,CF
8115,16,2,2,42,171,7.270184454455116e-12,CF
8116,15,1,2,43,171,305.9999999999893,CF
8117,16,2,2,44,171,305.99999999996726,CF
8118,16,2,2,45,171,305.99999999994543,CF
8119,15,1,2,46,171,305.9999999999827,CF
8120,16,2,2,47,171,306.0000000000002,CF
8121,16,2,2,48,171,4.722222612940658e-12,CF
8122,16,2,2,49,171,3.2274183325852877e-12,CF
8123,15,1,2,50,171,3.637978807091713e-12,CF
8124,16,2,2,51,171,3.6350922272276443e-12,CF
8125,15,1,2,52,171,305.99999999996845,CF
8126,15,1,2,53,171,305.99999999998624,CF
8127,16,2,2,54,171,305.9999999999782,CF
8128,15,1,2,55,171,305.9999999999817,CF
8129,14,14,1,56,171,305.999999999993,CF
8130,16,2,2,57,171,3.637978807091713e-12,CF
8131,15,1,2,58,171,305.99999999991167,CF
8132,16,2,2,59,171,305.9999999999345,CF
8133,15,1,2,60,171,305.9999999999673,CF
8134,16,2,2,61,171,1.8990808925422526e-11,CF
8135,15,1,2,62,171,1.1245004927218105e-11,CF
8136,16,2,2,63,171,1.4551915228366852e-11,CF
8137,16,2,2,64,171,3.637978807091712e-12,CF
8138,15,1,2,65,171,306.00000000000034,CF
8139,15,1,2,66,171,1.4166667838821399e-11,CF
8140,16,2,2,67,171,3.6350922272274282e-12,CF
8141,15,1,2,68,171,3.637978807091712e-12,CF
8142,16,2,2,69,171,3.637978807091713e-12,CF
8143,15,1,2,70,171,305.99999999989086,CF
8144,16,2,2,71,171,305.99999999997453,CF
8145,16,2,2,72,171,305.9999999998872,CF
8146,15,1,2,73,171,2.1844526187918356e-11,CF
8147,16,2,2,74,171,305.9999999999744,CF
8148,16,2,2,75,171,2.9114710642372607e-11,CF
8149,16,2,2,76,171,3.637978807091713e-12,CF
8150,15,1,2,77,171,4.069633519066002e-11,CF
8151,16,1,2,78,171,3.635092227227342e-12,CF
8152,202,202,1,1,172,6752.6,MF
8153,222,222,1,2,172,26295.0,BL
8154,16,2,2,3,172,18328.000000000087,CF
8155,17,1,2,4,172,19246.000000000004,CF
8156,16,2,2,5,172,2.9103830456733704e-11,CF
8157,17,1,2,6,172,3.637978807091713e-12,CF
8158,16,2,2,7,172,3.637978807091713e-12,CF
8159,17,1,2,8,172,3.637978807091713e-12,CF
8160,16,2,2,9,172,3.637978807091713e-12,CF
8161,17,1,2,10,172,3.637978807091713e-12,CF
8162,16,2,2,11,172,1.0913936421275137e-11,CF
8163,17,1,2,12,172,3.637978807091713e-12,CF
8164,16,2,2,13,172,7.275957614183426e-12,CF
8165,17,1,2,14,172,3.637978807091713e-12,CF
8166,16,2,2,15,172,3.637978807091713e-12,CF
8167,17,1,2,16,172,1.0913936421275139e-11,CF
8168,16,2,2,17,172,1.4551915228366852e-11,CF
8169,17,1,2,18,172,3.637978807091713e-12,CF
8170,16,2,2,19,172,1.4551915228366852e-11,CF
8171,16,2,2,20,172,3.637978807091713e-12,CF
8172,15,15,1,21,172,3.637978807091713e-12,CF
8173,17,1,2,22,172,7.275957614183426e-12,CF
8174,16,2,2,23,172,7.275957614183426e-12,CF
8175,17,1,2,24,172,1.4551915228366852e-11,CF
8176,16,2,2,25,172,3.637978807091713e-12,CF
8177,17,1,2,26,172,1.8189894035458565e-11,CF
8178,15,15,1,27,172,3.637978807091713e-12,CF
8179,17,1,2,28,172,4.552358490173006e-12,CF
8180,16,2,2,29,172,305.99999999997453,CF
8181,17,1,2,30,172,1.0913936421275139e-11,CF
8182,17,1,2,31,172,3.2741809263825417e-11,CF
8183,16,2,2,32,172,305.99999999996,CF
8184,17,1,2,33,172,4.409361764601273e-12,CF
8185,17,1,2,34,172,1.0550138540565968e-10,CF
8186,17,1,2,35,172,3.974820472762943e-12,CF
8187,16,2,2,36,172,9.822542779147625e-11,CF
8188,16,2,2,37,172,3.637978807091713e-12,CF
8189,16,2,2,38,172,305.9999999999953,CF
8190,17,1,2,39,172,3.635092227227601e-12,CF
8191,16,2,2,40,172,3.637978807091713e-12,CF
8192,17,1,2,41,172,305.9999999999966,CF
8193,17,1,2,42,172,7.270184454455116e-12,CF
8194,16,2,2,43,172,305.9999999999893,CF
8195,17,1,2,44,172,305.99999999996726,CF
8196,17,1,2,45,172,305.99999999994543,CF
8197,16,2,2,46,172,305.9999999999827,CF
8198,17,1,2,47,172,306.0000000000002,CF
8199,17,1,2,48,172,4.722222612940658e-12,CF
8200,17,1,2,49,172,3.2274183325852877e-12,CF
8201,16,2,2,50,172,3.637978807091713e-12,CF
8202,17,1,2,51,172,3.6350922272276443e-12,CF
8203,16,2,2,52,172,305.99999999996845,CF
8204,16,2,2,53,172,305.99999999998624,CF
8205,17,1,2,54,172,305.9999999999782,CF
8206,16,2,2,55,172,305.9999999999817,CF
8207,15,15,1,56,172,305.999999999993,CF
8208,17,1,2,57,172,3.637978807091713e-12,CF
8209,16,2,2,58,172,305.99999999991167,CF
8210,17,1,2,59,172,305.9999999999345,CF
8211,16,2,2,60,172,305.9999999999673,CF
8212,17,1,2,61,172,1.8990808925422526e-11,CF
8213,16,2,2,62,172,1.1245004927218105e-11,CF
8214,17,1,2,63,172,1.4551915228366852e-11,CF
8215,17,1,2,64,172,3.637978807091712e-12,CF
8216,16,2,2,65,172,306.00000000000034,CF
8217,16,2,2,66,172,1.4166667838821399e-11,CF
8218,17,1,2,67,172,3.6350922272274282e-12,CF
8219,16,2,2,68,172,3.637978807091712e-12,CF
8220,17,1,2,69,172,3.637978807091713e-12,CF
8221,16,2,2,70,172,305.99999999989086,CF
8222,17,1,2,71,172,305.99999999997453,CF
8223,17,1,2,72,172,305.9999999998872,CF
8224,16,2,2,73,172,2.1844526187918356e-11,CF
8225,17,1,2,74,172,305.9999999999744,CF
8226,17,1,2,75,172,2.9114710642372607e-11,CF
8227,17,1,2,76,172,3.637978807091713e-12,CF
8228,16,2,2,77,172,4.069633519066002e-11,CF
8229,17,2,2,78,172,3.635092227227342e-12,CF
8230,203,203,1,1,173,6752.6,MF
8231,223,223,1,2,173,26295.0,BL
8232,17,3,2,3,173,18328.000000000087,CF
8233,18,1,2,4,173,19246.000000000004,CF
8234,17,3,2,5,173,2.9103830456733704e-11,CF
8235,18,1,2,6,173,3.637978807091713e-12,CF
8236,17,3,2,7,173,3.637978807091713e-12,CF
8237,18,1,2,8,173,3.637978807091713e-12,CF
8238,17,3,2,9,173,3.637978807091713e-12,CF
8239,18,1,2,10,173,3.637978807091713e-12,CF
8240,17,3,2,11,173,1.0913936421275137e-11,CF
8241,18,1,2,12,173,3.637978807091713e-12,CF
8242,17,3,2,13,173,7.275957614183426e-12,CF
8243,18,1,2,14,173,3.637978807091713e-12,CF
8244,17,3,2,15,173,3.637978807091713e-12,CF
8245,18,1,2,16,173,1.0913936421275139e-11,CF
8246,17,3,2,17,173,1.4551915228366852e-11,CF
8247,18,1,2,18,173,3.637978807091713e-12,CF
8248,17,3,2,19,173,1.4551915228366852e-11,CF
8249,17,3,2,20,173,3.637978807091713e-12,CF
8250,16,16,1,21,173,3.637978807091713e-12,CF
8251,18,1,2,22,173,7.275957614183426e-12,CF
8252,17,3,2,23,173,7.275957614183426e-12,CF
8253,18,1,2,24,173,1.4551915228366852e-11,CF
8254,17,3,2,25,173,3.637978807091713e-12,CF
8255,18,1,2,26,173,1.8189894035458565e-11,CF
8256,16,16,1,27,173,3.637978807091713e-12,CF
8257,18,1,2,28,173,4.552358490173006e-12,CF
8258,17,3,2,29,173,305.99999999997453,CF
8259,18,1,2,30,173,1.0913936421275139e-11,CF
8260,18,1,2,31,173,3.2741809263825417e-11,CF
8261,17,3,2,32,173,305.99999999996,CF
8262,18,1,2,33,173,4.409361764601273e-12,CF
8263,18,1,2,34,173,1.0550138540565968e-10,CF
8264,18,1,2,35,173,3.974820472762943e-12,CF
8265,17,3,2,36,173,9.822542779147625e-11,CF
8266,17,3,2,37,173,3.637978807091713e-12,CF
8267,17,3,2,38,173,305.9999999999953,CF
8268,18,1,2,39,173,3.635092227227601e-12,CF
8269,17,3,2,40,173,3.637978807091713e-12,CF
8270,18,1,2,41,173,305.9999999999966,CF
8271,18,1,2,42,173,7.270184454455116e-12,CF
8272,17,3,2,43,173,305.9999999999893,CF
8273,18,1,2,44,173,305.99999999996726,CF
8274,18,1,2,45,173,305.99999999994543,CF
8275,17,3,2,46,173,305.9999999999827,CF
8276,18,1,2,47,173,306.0000000000002,CF
8277,18,1,2,48,173,4.722222612940658e-12,CF
8278,18,1,2,49,173,3.2274183325852877e-12,CF
8279,17,3,2,50,173,3.637978807091713e-12,CF
8280,18,1,2,51,173,3.6350922272276443e-12,CF
8281,17,3,2,52,173,305.99999999996845,CF
8282,17,3,2,53,173,305.99999999998624,CF
8283,18,1,2,54,173,305.9999999999782,CF
8284,17,3,2,55,173,305.9999999999817,CF
8285,16,16,1,56,173,305.999999999993,CF
8286,18,1,2,57,173,3.637978807091713e-12,CF
8287,17,3,2,58,173,305.99999999991167,CF
8288,18,1,2,59,173,305.9999999999345,CF
8289,17,3,2,60,173,305.9999999999673,CF
8290,18,1,2,61,173,1.8990808925422526e-11,CF
8291,17,3,2,62,173,1.1245004927218105e-11,CF
8292,18,1,2,63,173,1.4551915228366852e-11,CF
8293,18,1,2,64,173,3.637978807091712e-12,CF
8294,17,3,2,65,173,306.00000000000034,CF
8295,17,3,2,66,173,1.4166667838821399e-11,CF
8296,18,1,2,67,173,3.6350922272274282e-12,CF
8297,17,3,2,68,173,3.637978807091712e-12,CF
8298,18,1,2,69,173,3.637978807091713e-12,CF
8299,17,3,2,70,173,305.99999999989086,CF
8300,18,1,2,71,173,305.99999999997453,CF
8301,18,1,2,72,173,305.9999999998872,CF
8302,17,3,2,73,173,2.1844526187918356e-11,CF
8303,18,1,2,74,173,305.9999999999744,CF
8304,18,1,2,75,173,2.9114710642372607e-11,CF
8305,18,1,2,76,173,3.637978807091713e-12,CF
8306,17,3,2,77,173,4.069633519066002e-11,CF
8307,18,1,2,78,173,3.635092227227342e-12,CF
8308,204,204,1,1,174,6752.6,MF
8309,224,224,1,2,174,26295.0,BL
8310,18,1,2,3,174,18328.000000000087,CF
8311,19,2,2,4,174,19246.000000000004,CF
8312,18,1,2,5,174,2.9103830456733704e-11,CF
8313,19,2,2,6,174,3.637978807091713e-12,CF
8314,18,1,2,7,174,3.637978807091713e-12,CF
8315,19,2,2,8,174,3.637978807091713e-12,CF
8316,18,1,2,9,174,3.637978807091713e-12,CF
8317,19,2,2,10,174,3.637978807091713e-12,CF
8318,18,1,2,11,174,1.0913936421275137e-11,CF
8319,19,2,2,12,174,3.637978807091713e-12,CF
8320,18,1,2,13,174,7.275957614183426e-12,CF
8321,19,2,2,14,174,3.637978807091713e-12,CF
8322,18,1,2,15,174,3.637978807091713e-12,CF
8323,19,2,2,16,174,1.0913936421275139e-11,CF
8324,18,1,2,17,174,1.4551915228366852e-11,CF
8325,19,2,2,18,174,3.637978807091713e-12,CF
8326,18,1,2,19,174,1.4551915228366852e-11,CF
8327,18,1,2,20,174,3.637978807091713e-12,CF
8328,17,17,1,21,174,3.637978807091713e-12,CF
8329,19,2,2,22,174,7.275957614183426e-12,CF
8330,18,1,2,23,174,7.275957614183426e-12,CF
8331,19,2,2,24,174,1.4551915228366852e-11,CF
8332,18,1,2,25,174,3.637978807091713e-12,CF
8333,19,2,2,26,174,1.8189894035458565e-11,CF
8334,17,17,1,27,174,3.637978807091713e-12,CF
8335,19,2,2,28,174,4.552358490173006e-12,CF
8336,18,1,2,29,174,305.99999999997453,CF
8337,19,2,2,30,174,1.0913936421275139e-11,CF
8338,19,2,2,31,174,3.2741809263825417e-11,CF
8339,18,1,2,32,174,305.99999999996,CF
8340,19,2,2,33,174,4.409361764601273e-12,CF
8341,19,2,2,34,174,1.0550138540565968e-10,CF
8342,19,2,2,35,174,3.974820472762943e-12,CF
8343,18,1,2,36,174,9.822542779147625e-11,CF
8344,18,1,2,37,174,3.637978807091713e-12,CF
8345,18,1,2,38,174,305.9999999999953,CF
8346,19,2,2,39,174,3.635092227227601e-12,CF
8347,18,1,2,40,174,3.637978807091713e-12,CF
8348,19,2,2,41,174,305.9999999999966,CF
8349,19,2,2,42,174,7.270184454455116e-12,CF
8350,18,1,2,43,174,305.9999999999893,CF
8351,19,2,2,44,174,305.99999999996726,CF
8352,19,2,2,45,174,305.99999999994543,CF
8353,18,1,2,46,174,305.9999999999827,CF
8354,19,2,2,47,174,306.0000000000002,CF
8355,19,2,2,48,174,4.722222612940658e-12,CF
8356,19,2,2,49,174,3.2274183325852877e-12,CF
8357,18,1,2,50,174,3.637978807091713e-12,CF
8358,19,2,2,51,174,3.6350922272276443e-12,CF
8359,18,1,2,52,174,305.99999999996845,CF
8360,18,1,2,53,174,305.99999999998624,CF
8361,19,2,2,54,174,305.9999999999782,CF
8362,18,1,2,55,174,305.9999999999817,CF
8363,17,17,1,56,174,305.999999999993,CF
8364,19,2,2,57,174,3.637978807091713e-12,CF
8365,18,1,2,58,174,305.99999999991167,CF
8366,19,2,2,59,174,305.9999999999345,CF
