,identifier,timestep,area,Species
2006,34,74,306.0000000000011,CF
2007,35,74,3.974820472762943e-12,CF
2008,36,74,305.9999999999891,CF
2009,37,74,3.637978807091713e-12,CF
2010,38,74,305.9999999999953,CF
2011,39,74,3.635092227227601e-12,CF
2012,40,74,305.9999999999899,CF
2013,41,74,305.9999999999966,CF
2014,42,74,7.270184454455116e-12,CF
2015,43,74,305.9999999999893,CF
2016,1,75,6752.6,MF
2017,2,75,26295.0,BL
2018,3,75,19246.000000000007,CF
2019,4,75,19552.000000000004,CF
2020,5,75,305.99999999999756,CF
2021,6,75,305.9999999999818,CF
2022,7,75,3.637978807091713e-12,CF
2023,8,75,7.275957614183426e-12,CF
2024,9,75,3.637978807091713e-12,CF
2025,10,75,3.637978807091713e-12,CF
2026,11,75,1.0913936421275137e-11,CF
2027,12,75,3.637978807091713e-12,CF
2028,13,75,7.275957614183426e-12,CF
2029,14,75,3.637978807091713e-12,CF
2030,15,75,3.637978807091713e-12,CF
2031,16,75,1.0913936421275139e-11,CF
2032,17,75,306.0000000000009,CF
2033,18,75,3.637978807091713e-12,CF
2034,19,75,305.9999999999999,CF
2035,20,75,3.637978807091713e-12,CF
2036,21,75,3.637978807091713e-12,CF
2037,22,75,7.275957614183426e-12,CF
2038,23,75,7.275957614183426e-12,CF
2039,24,75,305.99999999999596,CF
2040,25,75,3.637978807091713e-12,CF
2041,26,75,305.99999999999636,CF
2042,27,75,305.99999999999665,CF
2043,28,75,4.552358490173006e-12,CF
2044,29,75,305.9999999999887,CF
2045,30,75,305.999999999989,CF
2046,31,75,305.99999999998545,CF
2047,32,75,305.99999999999307,CF
2048,33,75,4.409361764601273e-12,CF
2049,34,75,306.0000000000011,CF
2050,35,75,3.974820472762943e-12,CF
2051,36,75,305.9999999999891,CF
2052,37,75,3.637978807091713e-12,CF
2053,38,75,305.9999999999953,CF
2054,39,75,3.635092227227601e-12,CF
2055,40,75,305.9999999999899,CF
2056,41,75,305.9999999999966,CF
2057,42,75,7.270184454455116e-12,CF
2058,43,75,305.9999999999893,CF
2059,44,75,305.9999999999899,CF
2060,1,76,6752.6,MF
2061,2,76,26295.0,BL
2062,3,76,19246.000000000007,CF
2063,4,76,19552.000000000004,CF
2064,5,76,305.99999999999756,CF
2065,6,76,305.9999999999818,CF
2066,7,76,3.637978807091713e-12,CF
2067,8,76,7.275957614183426e-12,CF
2068,9,76,3.637978807091713e-12,CF
2069,10,76,3.637978807091713e-12,CF
2070,11,76,1.0913936421275137e-11,CF
2071,12,76,3.637978807091713e-12,CF
2072,13,76,7.275957614183426e-12,CF
2073,14,76,3.637978807091713e-12,CF
2074,15,76,3.637978807091713e-12,CF
2075,16,76,1.0913936421275139e-11,CF
2076,17,76,306.0000000000009,CF
2077,18,76,3.637978807091713e-12,CF
2078,19,76,305.9999999999999,CF
2079,20,76,3.637978807091713e-12,CF
2080,21,76,3.637978807091713e-12,CF
2081,22,76,7.275957614183426e-12,CF
2082,23,76,7.275957614183426e-12,CF
2083,24,76,305.99999999999596,CF
2084,25,76,3.637978807091713e-12,CF
2085,26,76,305.99999999999636,CF
2086,27,76,305.99999999999665,CF
2087,28,76,4.552358490173006e-12,CF
2088,29,76,305.9999999999887,CF
2089,30,76,305.999999999989,CF
2090,31,76,305.99999999998545,CF
2091,32,76,305.99999999999307,CF
2092,33,76,4.409361764601273e-12,CF
2093,34,76,306.0000000000011,CF
2094,35,76,3.974820472762943e-12,CF
2095,36,76,305.9999999999891,CF
2096,37,76,3.637978807091713e-12,CF
2097,38,76,305.9999999999953,CF
2098,39,76,3.635092227227601e-12,CF
2099,40,76,305.9999999999899,CF
2100,41,76,305.9999999999966,CF
2101,42,76,7.270184454455116e-12,CF
2102,43,76,305.9999999999893,CF
2103,44,76,305.9999999999899,CF
2104,1,77,6752.6,MF
2105,2,77,26295.0,BL
2106,3,77,19246.000000000007,CF
2107,4,77,19552.000000000004,CF
2108,5,77,305.99999999999756,CF
2109,6,77,305.9999999999818,CF
2110,7,77,3.637978807091713e-12,CF
2111,8,77,7.275957614183426e-12,CF
2112,9,77,3.637978807091713e-12,CF
2113,10,77,3.637978807091713e-12,CF
2114,11,77,1.0913936421275137e-11,CF
2115,12,77,3.637978807091713e-12,CF
2116,13,77,7.275957614183426e-12,CF
2117,14,77,3.637978807091713e-12,CF
2118,15,77,3.637978807091713e-12,CF
2119,16,77,1.0913936421275139e-11,CF
2120,17,77,306.0000000000009,CF
2121,18,77,3.637978807091713e-12,CF
2122,19,77,305.9999999999999,CF
2123,20,77,3.637978807091713e-12,CF
2124,21,77,3.637978807091713e-12,CF
2125,22,77,7.275957614183426e-12,CF
2126,23,77,7.275957614183426e-12,CF
2127,24,77,305.99999999999596,CF
2128,25,77,3.637978807091713e-12,CF
2129,26,77,1.8189894035458565e-11,CF
2130,27,77,305.99999999999665,CF
2131,28,77,4.552358490173006e-12,CF
2132,29,77,305.9999999999887,CF
2133,30,77,305.999999999989,CF
2134,31,77,305.99999999998545,CF
2135,32,77,305.99999999999307,CF
2136,33,77,4.409361764601273e-12,CF
2137,34,77,306.0000000000011,CF
2138,35,77,3.974820472762943e-12,CF
2139,36,77,305.9999999999891,CF
2140,37,77,3.637978807091713e-12,CF
2141,38,77,305.9999999999953,CF
2142,39,77,3.635092227227601e-12,CF
2143,40,77,305.9999999999899,CF
2144,41,77,305.9999999999966,CF
2145,42,77,7.270184454455116e-12,CF
2146,43,77,305.9999999999893,CF
2147,44,77,305.9999999999899,CF
2148,45,77,305.9999999999782,CF
2149,1,78,6752.6,MF
2150,2,78,26295.0,BL
2151,3,78,19246.000000000007,CF
2152,4,78,19552.000000000004,CF
2153,5,78,305.99999999999756,CF
2154,6,78,305.9999999999818,CF
2155,7,78,3.637978807091713e-12,CF
2156,8,78,7.275957614183426e-12,CF
2157,9,78,3.637978807091713e-12,CF
2158,10,78,3.637978807091713e-12,CF
2159,11,78,1.0913936421275137e-11,CF
2160,12,78,3.637978807091713e-12,CF
2161,13,78,7.275957614183426e-12,CF
2162,14,78,3.637978807091713e-12,CF
2163,15,78,3.637978807091713e-12,CF
2164,16,78,1.0913936421275139e-11,CF
2165,17,78,1.8189894035458565e-11,CF
2166,18,78,3.637978807091713e-12,CF
2167,19,78,305.9999999999999,CF
2168,20,78,3.637978807091713e-12,CF
2169,21,78,3.637978807091713e-12,CF
2170,22,78,7.275957614183426e-12,CF
2171,23,78,7.275957614183426e-12,CF
2172,24,78,305.99999999999596,CF
2173,25,78,3.637978807091713e-12,CF
2174,26,78,1.8189894035458565e-11,CF
2175,27,78,305.99999999999665,CF
2176,28,78,4.552358490173006e-12,CF
2177,29,78,305.9999999999887,CF
2178,30,78,305.999999999989,CF
2179,31,78,305.99999999998545,CF
2180,32,78,305.99999999999307,CF
2181,33,78,4.409361764601273e-12,CF
2182,34,78,306.0000000000011,CF
2183,35,78,3.974820472762943e-12,CF
2184,36,78,305.9999999999891,CF
2185,37,78,3.637978807091713e-12,CF
2186,38,78,305.9999999999953,CF
2187,39,78,3.635092227227601e-12,CF
2188,40,78,305.9999999999899,CF
2189,41,78,305.9999999999966,CF
2190,42,78,7.270184454455116e-12,CF
2191,43,78,305.9999999999893,CF
2192,44,78,305.9999999999899,CF
2193,45,78,305.9999999999782,CF
2194,46,78,305.9999999999827,CF
2195,1,79,6752.6,MF
2196,2,79,26295.0,BL
2197,3,79,19246.000000000007,CF
2198,4,79,19246.000000000004,CF
2199,5,79,305.99999999999756,CF
2200,6,79,305.9999999999818,CF
2201,7,79,3.637978807091713e-12,CF
2202,8,79,7.275957614183426e-12,CF
2203,9,79,3.637978807091713e-12,CF
2204,10,79,3.637978807091713e-12,CF
2205,11,79,1.0913936421275137e-11,CF
2206,12,79,3.637978807091713e-12,CF
2207,13,79,7.275957614183426e-12,CF
2208,14,79,3.637978807091713e-12,CF
2209,15,79,3.637978807091713e-12,CF
2210,16,79,1.0913936421275139e-11,CF
2211,17,79,1.8189894035458565e-11,CF
2212,18,79,3.637978807091713e-12,CF
2213,19,79,305.9999999999999,CF
2214,20,79,3.637978807091713e-12,CF
2215,21,79,3.637978807091713e-12,CF
2216,22,79,7.275957614183426e-12,CF
2217,23,79,7.275957614183426e-12,CF
2218,24,79,305.99999999999596,CF
2219,25,79,3.637978807091713e-12,CF
2220,26,79,1.8189894035458565e-11,CF
2221,27,79,305.99999999999665,CF
2222,28,79,4.552358490173006e-12,CF
2223,29,79,305.9999999999887,CF
2224,30,79,305.999999999989,CF
2225,31,79,305.99999999998545,CF
2226,32,79,305.99999999999307,CF
2227,33,79,4.409361764601273e-12,CF
2228,34,79,306.0000000000011,CF
2229,35,79,3.974820472762943e-12,CF
2230,36,79,305.9999999999891,CF
2231,37,79,3.637978807091713e-12,CF
2232,38,79,305.9999999999953,CF
2233,39,79,3.635092227227601e-12,CF
2234,40,79,305.9999999999899,CF
2235,41,79,305.9999999999966,CF
2236,42,79,7.270184454455116e-12,CF
2237,43,79,305.9999999999893,CF
2238,44,79,305.9999999999899,CF
2239,45,79,305.9999999999782,CF
2240,46,79,305.9999999999827,CF
2241,47,79,306.0000000000002,CF
2242,1,80,6752.6,MF
2243,2,80,26295.0,BL
2244,3,80,19246.000000000007,CF
2245,4,80,19246.000000000004,CF
2246,5,80,305.99999999999756,CF
2247,6,80,305.9999999999818,CF
2248,7,80,3.637978807091713e-12,CF
2249,8,80,7.275957614183426e-12,CF
2250,9,80,3.637978807091713e-12,CF
2251,10,80,3.637978807091713e-12,CF
2252,11,80,1.0913936421275137e-11,CF
2253,12,80,3.637978807091713e-12,CF
2254,13,80,7.275957614183426e-12,CF
2255,14,80,3.637978807091713e-12,CF
2256,15,80,3.637978807091713e-12,CF
2257,16,80,1.0913936421275139e-11,CF
2258,17,80,1.8189894035458565e-11,CF
2259,18,80,3.637978807091713e-12,CF
2260,19,80,305.9999999999999,CF
2261,20,80,3.637978807091713e-12,CF
2262,21,80,3.637978807091713e-12,CF
2263,22,80,7.275957614183426e-12,CF
2264,23,80,7.275957614183426e-12,CF
2265,24,80,305.99999999999596,CF
2266,25,80,3.637978807091713e-12,CF
2267,26,80,1.8189894035458565e-11,CF
2268,27,80,305.99999999999665,CF
2269,28,80,4.552358490173006e-12,CF
2270,29,80,305.9999999999887,CF
2271,30,80,305.999999999989,CF
2272,31,80,305.99999999998545,CF
2273,32,80,305.99999999999307,CF
2274,33,80,4.409361764601273e-12,CF
2275,34,80,306.0000000000011,CF
2276,35,80,3.974820472762943e-12,CF
2277,36,80,305.9999999999891,CF
2278,37,80,3.637978807091713e-12,CF
2279,38,80,305.9999999999953,CF
2280,39,80,3.635092227227601e-12,CF
2281,40,80,305.9999999999899,CF
2282,41,80,305.9999999999966,CF
2283,42,80,7.270184454455116e-12,CF
2284,43,80,305.9999999999893,CF
2285,44,80,305.9999999999899,CF
2286,45,80,305.9999999999782,CF
2287,46,80,305.9999999999827,CF
2288,47,80,306.0000000000002,CF
2289,1,81,6752.6,MF
2290,2,81,26295.0,BL
2291,3,81,19246.000000000007,CF
2292,4,81,19246.000000000004,CF
2293,5,81,305.99999999999756,CF
2294,6,81,305.9999999999818,CF
2295,7,81,3.637978807091713e-12,CF
2296,8,81,7.275957614183426e-12,CF
2297,9,81,3.637978807091713e-12,CF
2298,10,81,3.637978807091713e-12,CF
2299,11,81,1.0913936421275137e-11,CF
2300,12,81,3.637978807091713e-12,CF
2301,13,81,7.275957614183426e-12,CF
2302,14,81,3.637978807091713e-12,CF
2303,15,81,3.637978807091713e-12,CF
2304,16,81,1.0913936421275139e-11,CF
2305,17,81,1.8189894035458565e-11,CF
2306,18,81,3.637978807091713e-12,CF
2307,19,81,305.9999999999999,CF
2308,20,81,3.637978807091713e-12,CF
2309,21,81,3.637978807091713e-12,CF
2310,22,81,7.275957614183426e-12,CF
2311,23,81,7.275957614183426e-12,CF
2312,24,81,305.99999999999596,CF
2313,25,81,3.637978807091713e-12,CF
2314,26,81,1.8189894035458565e-11,CF
2315,27,81,305.99999999999665,CF
2316,28,81,4.552358490173006e-12,CF
2317,29,81,305.9999999999887,CF
2318,30,81,305.999999999989,CF
2319,31,81,305.99999999998545,CF
2320,32,81,305.99999999999307,CF
2321,33,81,4.409361764601273e-12,CF
2322,34,81,305.99999999999636,CF
2323,35,81,3.974820472762943e-12,CF
2324,36,81,305.9999999999891,CF
2325,37,81,3.637978807091713e-12,CF
2326,38,81,305.9999999999953,CF
2327,39,81,3.635092227227601e-12,CF
2328,40,81,305.9999999999899,CF
2329,41,81,305.9999999999966,CF
2330,42,81,7.270184454455116e-12,CF
2331,43,81,305.9999999999893,CF
2332,44,81,305.9999999999899,CF
2333,45,81,305.9999999999782,CF
2334,46,81,305.9999999999827,CF
2335,47,81,306.0000000000002,CF
2336,48,81,4.722222612940658e-12,CF
2337,1,82,6752.6,MF
2338,2,82,26295.0,BL
2339,3,82,19246.000000000007,CF
2340,4,82,19246.000000000004,CF
2341,5,82,305.99999999999756,CF
2342,6,82,305.9999999999818,CF
2343,7,82,3.637978807091713e-12,CF
2344,8,82,7.275957614183426e-12,CF
2345,9,82,3.637978807091713e-12,CF
2346,10,82,3.637978807091713e-12,CF
2347,11,82,1.0913936421275137e-11,CF
2348,12,82,3.637978807091713e-12,CF
2349,13,82,7.275957614183426e-12,CF
2350,14,82,3.637978807091713e-12,CF
2351,15,82,3.637978807091713e-12,CF
2352,16,82,1.0913936421275139e-11,CF
2353,17,82,1.8189894035458565e-11,CF
2354,18,82,3.637978807091713e-12,CF
2355,19,82,305.9999999999999,CF
2356,20,82,3.637978807091713e-12,CF
2357,21,82,3.637978807091713e-12,CF
2358,22,82,7.275957614183426e-12,CF
2359,23,82,7.275957614183426e-12,CF
2360,24,82,305.9999999999927,CF
2361,25,82,3.637978807091713e-12,CF
2362,26,82,1.8189894035458565e-11,CF
2363,27,82,305.99999999999665,CF
2364,28,82,4.552358490173006e-12,CF
2365,29,82,305.9999999999887,CF
2366,30,82,305.999999999989,CF
2367,31,82,305.99999999998545,CF
2368,32,82,305.99999999999307,CF
2369,33,82,4.409361764601273e-12,CF
2370,34,82,305.99999999999636,CF
2371,35,82,3.974820472762943e-12,CF
2372,36,82,305.9999999999891,CF
2373,37,82,3.637978807091713e-12,CF
2374,38,82,305.9999999999953,CF
2375,39,82,3.635092227227601e-12,CF
2376,40,82,305.9999999999899,CF
2377,41,82,305.9999999999966,CF
2378,42,82,7.270184454455116e-12,CF
2379,43,82,305.9999999999893,CF
2380,44,82,305.9999999999899,CF
2381,45,82,305.9999999999782,CF
2382,46,82,305.9999999999827,CF
2383,47,82,306.0000000000002,CF
2384,48,82,4.722222612940658e-12,CF
2385,49,82,3.2274183325852877e-12,CF
2386,1,83,6752.6,MF
2387,2,83,26295.0,BL
2388,3,83,19246.000000000007,CF
2389,4,83,19246.000000000004,CF
2390,5,83,305.99999999999756,CF
2391,6,83,305.9999999999818,CF
2392,7,83,3.637978807091713e-12,CF
2393,8,83,7.275957614183426e-12,CF
2394,9,83,3.637978807091713e-12,CF
2395,10,83,3.637978807091713e-12,CF
2396,11,83,1.0913936421275137e-11,CF
2397,12,83,3.637978807091713e-12,CF
2398,13,83,7.275957614183426e-12,CF
2399,14,83,3.637978807091713e-12,CF
2400,15,83,3.637978807091713e-12,CF
2401,16,83,1.0913936421275139e-11,CF
2402,17,83,1.8189894035458565e-11,CF
2403,18,83,3.637978807091713e-12,CF
2404,19,83,1.4551915228366852e-11,CF
2405,20,83,3.637978807091713e-12,CF
2406,21,83,3.637978807091713e-12,CF
2407,22,83,7.275957614183426e-12,CF
2408,23,83,7.275957614183426e-12,CF
2409,24,83,305.9999999999927,CF
2410,25,83,3.637978807091713e-12,CF
2411,26,83,1.8189894035458565e-11,CF
2412,27,83,305.99999999999665,CF
2413,28,83,4.552358490173006e-12,CF
2414,29,83,305.9999999999887,CF
2415,30,83,305.999999999989,CF
2416,31,83,305.99999999998545,CF
2417,32,83,305.99999999999307,CF
2418,33,83,4.409361764601273e-12,CF
2419,34,83,305.99999999999636,CF
2420,35,83,3.974820472762943e-12,CF
2421,36,83,305.9999999999891,CF
2422,37,83,3.637978807091713e-12,CF
2423,38,83,305.9999999999953,CF
2424,39,83,3.635092227227601e-12,CF
2425,40,83,305.9999999999899,CF
2426,41,83,305.9999999999966,CF
2427,42,83,7.270184454455116e-12,CF
2428,43,83,305.9999999999893,CF
2429,44,83,305.9999999999899,CF
2430,45,83,305.9999999999782,CF
2431,46,83,305.9999999999827,CF
2432,47,83,306.0000000000002,CF
2433,48,83,4.722222612940658e-12,CF
2434,49,83,3.2274183325852877e-12,CF
2435,50,83,305.99999999998533,CF
2436,1,84,6752.6,MF
2437,2,84,26295.0,BL
2438,3,84,19246.000000000007,CF
2439,4,84,19246.000000000004,CF
2440,5,84,305.99999999999756,CF
2441,6,84,305.9999999999818,CF
2442,7,84,3.637978807091713e-12,CF
2443,8,84,7.275957614183426e-12,CF
2444,9,84,3.637978807091713e-12,CF
2445,10,84,3.637978807091713e-12,CF
2446,11,84,1.0913936421275137e-11,CF
2447,12,84,3.637978807091713e-12,CF
2448,13,84,7.275957614183426e-12,CF
2449,14,84,3.637978807091713e-12,CF
2450,15,84,3.637978807091713e-12,CF
2451,16,84,1.0913936421275139e-11,CF
2452,17,84,1.8189894035458565e-11,CF
2453,18,84,3.637978807091713e-12,CF
2454,19,84,1.4551915228366852e-11,CF
2455,20,84,3.637978807091713e-12,CF
2456,21,84,3.637978807091713e-12,CF
2457,22,84,7.275957614183426e-12,CF
2458,23,84,7.275957614183426e-12,CF
2459,24,84,305.9999999999927,CF
2460,25,84,3.637978807091713e-12,CF
2461,26,84,1.8189894035458565e-11,CF
2462,27,84,305.99999999999665,CF
2463,28,84,4.552358490173006e-12,CF
2464,29,84,305.9999999999887,CF
2465,30,84,305.999999999989,CF
2466,31,84,305.99999999998545,CF
2467,32,84,305.99999999999307,CF
2468,33,84,4.409361764601273e-12,CF
2469,34,84,305.9999999999927,CF
2470,35,84,3.974820472762943e-12,CF
2471,36,84,305.9999999999891,CF
2472,37,84,3.637978807091713e-12,CF
2473,38,84,305.9999999999953,CF
2474,39,84,3.635092227227601e-12,CF
2475,40,84,305.9999999999899,CF
2476,41,84,305.9999999999966,CF
2477,42,84,7.270184454455116e-12,CF
2478,43,84,305.9999999999893,CF
2479,44,84,305.9999999999899,CF
2480,45,84,305.9999999999782,CF
2481,46,84,305.9999999999827,CF
2482,47,84,306.0000000000002,CF
2483,48,84,4.722222612940658e-12,CF
2484,49,84,3.2274183325852877e-12,CF
2485,50,84,305.99999999998533,CF
2486,51,84,3.6350922272276443e-12,CF
2487,1,85,6752.6,MF
2488,2,85,26295.0,BL
2489,3,85,19246.000000000007,CF
2490,4,85,19246.000000000004,CF
2491,5,85,305.99999999999756,CF
2492,6,85,305.9999999999818,CF
2493,7,85,3.637978807091713e-12,CF
2494,8,85,7.275957614183426e-12,CF
2495,9,85,3.637978807091713e-12,CF
2496,10,85,3.637978807091713e-12,CF
2497,11,85,1.0913936421275137e-11,CF
2498,12,85,3.637978807091713e-12,CF
2499,13,85,7.275957614183426e-12,CF
2500,14,85,3.637978807091713e-12,CF
2501,15,85,3.637978807091713e-12,CF
2502,16,85,1.0913936421275139e-11,CF
2503,17,85,1.8189894035458565e-11,CF
2504,18,85,3.637978807091713e-12,CF
2505,19,85,1.4551915228366852e-11,CF
2506,20,85,3.637978807091713e-12,CF
2507,21,85,3.637978807091713e-12,CF
2508,22,85,7.275957614183426e-12,CF
2509,23,85,7.275957614183426e-12,CF
2510,24,85,305.9999999999927,CF
2511,25,85,3.637978807091713e-12,CF
2512,26,85,1.8189894035458565e-11,CF
2513,27,85,305.99999999999665,CF
2514,28,85,4.552358490173006e-12,CF
2515,29,85,305.9999999999887,CF
2516,30,85,305.999999999989,CF
2517,31,85,305.99999999998545,CF
2518,32,85,305.99999999999307,CF
2519,33,85,4.409361764601273e-12,CF
2520,34,85,305.9999999999927,CF
2521,35,85,3.974820472762943e-12,CF
2522,36,85,305.9999999999891,CF
2523,37,85,3.637978807091713e-12,CF
2524,38,85,305.9999999999953,CF
2525,39,85,3.635092227227601e-12,CF
2526,40,85,305.9999999999899,CF
2527,41,85,305.9999999999966,CF
2528,42,85,7.270184454455116e-12,CF
2529,43,85,305.9999999999893,CF
2530,44,85,305.9999999999899,CF
2531,45,85,305.9999999999782,CF
2532,46,85,305.9999999999827,CF
2533,47,85,306.0000000000002,CF
2534,48,85,4.722222612940658e-12,CF
2535,49,85,3.2274183325852877e-12,CF
2536,50,85,305.99999999998533,CF
2537,51,85,3.6350922272276443e-12,CF
2538,1,86,6752.6,MF
2539,2,86,26295.0,BL
2540,3,86,19246.000000000007,CF
2541,4,86,19246.000000000004,CF
2542,5,86,2.9103830456733704e-11,CF
2543,6,86,305.9999999999818,CF
2544,7,86,3.637978807091713e-12,CF
2545,8,86,7.275957614183426e-12,CF
2546,9,86,3.637978807091713e-12,CF
2547,10,86,3.637978807091713e-12,CF
2548,11,86,1.0913936421275137e-11,CF
2549,12,86,3.637978807091713e-12,CF
2550,13,86,7.275957614183426e-12,CF
2551,14,86,3.637978807091713e-12,CF
2552,15,86,3.637978807091713e-12,CF
2553,16,86,1.0913936421275139e-11,CF
2554,17,86,1.8189894035458565e-11,CF
2555,18,86,3.637978807091713e-12,CF
2556,19,86,1.4551915228366852e-11,CF
2557,20,86,3.637978807091713e-12,CF
2558,21,86,3.637978807091713e-12,CF
2559,22,86,7.275957614183426e-12,CF
2560,23,86,7.275957614183426e-12,CF
2561,24,86,305.9999999999927,CF
2562,25,86,3.637978807091713e-12,CF
2563,26,86,1.8189894035458565e-11,CF
2564,27,86,305.99999999999665,CF
2565,28,86,4.552358490173006e-12,CF
2566,29,86,305.9999999999887,CF
2567,30,86,305.999999999989,CF
2568,31,86,305.99999999998545,CF
2569,32,86,305.99999999999307,CF
2570,33,86,4.409361764601273e-12,CF
2571,34,86,305.9999999999927,CF
2572,35,86,3.974820472762943e-12,CF
2573,36,86,305.9999999999891,CF
2574,37,86,3.637978807091713e-12,CF
2575,38,86,305.9999999999953,CF
2576,39,86,3.635092227227601e-12,CF
2577,40,86,305.9999999999899,CF
2578,41,86,305.9999999999966,CF
2579,42,86,7.270184454455116e-12,CF
2580,43,86,305.9999999999893,CF
2581,44,86,305.9999999999899,CF
2582,45,86,305.9999999999782,CF
2583,46,86,305.9999999999827,CF
2584,47,86,306.0000000000002,CF
2585,48,86,4.722222612940658e-12,CF
2586,49,86,3.2274183325852877e-12,CF
2587,50,86,305.99999999998533,CF
2588,51,86,3.6350922272276443e-12,CF
2589,52,86,305.99999999996845,CF
2590,1,87,6752.6,MF
2591,2,87,26295.0,BL
2592,3,87,19246.000000000007,CF
2593,4,87,19246.000000000004,CF
2594,5,87,2.9103830456733704e-11,CF
2595,6,87,305.9999999999818,CF
2596,7,87,3.637978807091713e-12,CF
2597,8,87,7.275957614183426e-12,CF
2598,9,87,3.637978807091713e-12,CF
2599,10,87,3.637978807091713e-12,CF
2600,11,87,1.0913936421275137e-11,CF
2601,12,87,3.637978807091713e-12,CF
2602,13,87,7.275957614183426e-12,CF
2603,14,87,3.637978807091713e-12,CF
2604,15,87,3.637978807091713e-12,CF
2605,16,87,1.0913936421275139e-11,CF
2606,17,87,1.8189894035458565e-11,CF
2607,18,87,3.637978807091713e-12,CF
2608,19,87,1.4551915228366852e-11,CF
2609,20,87,3.637978807091713e-12,CF
2610,21,87,3.637978807091713e-12,CF
2611,22,87,7.275957614183426e-12,CF
2612,23,87,7.275957614183426e-12,CF
2613,24,87,305.9999999999927,CF
2614,25,87,3.637978807091713e-12,CF
2615,26,87,1.8189894035458565e-11,CF
2616,27,87,305.99999999999665,CF
2617,28,87,4.552358490173006e-12,CF
2618,29,87,305.9999999999887,CF
2619,30,87,305.999999999989,CF
2620,31,87,305.99999999998545,CF
2621,32,87,305.99999999999307,CF
2622,33,87,4.409361764601273e-12,CF
2623,34,87,305.9999999999927,CF
2624,35,87,3.974820472762943e-12,CF
2625,36,87,305.9999999999891,CF
2626,37,87,3.637978807091713e-12,CF
2627,38,87,305.9999999999953,CF
2628,39,87,3.635092227227601e-12,CF
2629,40,87,305.9999999999899,CF
2630,41,87,305.9999999999966,CF
2631,42,87,7.270184454455116e-12,CF
2632,43,87,305.9999999999893,CF
2633,44,87,305.9999999999899,CF
2634,45,87,305.9999999999782,CF
2635,46,87,305.9999999999827,CF
2636,47,87,306.0000000000002,CF
2637,48,87,4.722222612940658e-12,CF
2638,49,87,3.2274183325852877e-12,CF
2639,50,87,305.99999999998533,CF
2640,51,87,3.6350922272276443e-12,CF
2641,52,87,305.99999999996845,CF
2642,1,88,6752.6,MF
2643,2,88,26295.0,BL
2644,3,88,19246.000000000007,CF
2645,4,88,19246.000000000004,CF
2646,5,88,2.9103830456733704e-11,CF
2647,6,88,305.9999999999818,CF
2648,7,88,3.637978807091713e-12,CF
2649,8,88,7.275957614183426e-12,CF
2650,9,88,3.637978807091713e-12,CF
2651,10,88,3.637978807091713e-12,CF
2652,11,88,1.0913936421275137e-11,CF
2653,12,88,3.637978807091713e-12,CF
2654,13,88,7.275957614183426e-12,CF
2655,14,88,3.637978807091713e-12,CF
2656,15,88,3.637978807091713e-12,CF
2657,16,88,1.0913936421275139e-11,CF
2658,17,88,1.8189894035458565e-11,CF
2659,18,88,3.637978807091713e-12,CF
2660,19,88,1.4551915228366852e-11,CF
2661,20,88,3.637978807091713e-12,CF
2662,21,88,3.637978807091713e-12,CF
2663,22,88,7.275957614183426e-12,CF
2664,23,88,7.275957614183426e-12,CF
2665,24,88,305.9999999999927,CF
2666,25,88,3.637978807091713e-12,CF
2667,26,88,1.8189894035458565e-11,CF
2668,27,88,305.99999999999665,CF
2669,28,88,4.552358490173006e-12,CF
2670,29,88,305.9999999999887,CF
2671,30,88,305.999999999989,CF
2672,31,88,305.99999999998545,CF
2673,32,88,305.99999999999307,CF
2674,33,88,4.409361764601273e-12,CF
2675,34,88,305.9999999999927,CF
2676,35,88,3.974820472762943e-12,CF
2677,36,88,305.9999999999891,CF
2678,37,88,3.637978807091713e-12,CF
2679,38,88,305.9999999999953,CF
2680,39,88,3.635092227227601e-12,CF
2681,40,88,305.9999999999899,CF
2682,41,88,305.9999999999966,CF
2683,42,88,7.270184454455116e-12,CF
2684,43,88,305.9999999999893,CF
2685,44,88,305.9999999999899,CF
2686,45,88,305.9999999999782,CF
2687,46,88,305.9999999999827,CF
2688,47,88,306.0000000000002,CF
2689,48,88,4.722222612940658e-12,CF
2690,49,88,3.2274183325852877e-12,CF
2691,50,88,305.99999999998533,CF
2692,51,88,3.6350922272276443e-12,CF
2693,52,88,305.99999999996845,CF
2694,1,89,6752.6,MF
2695,2,89,26295.0,BL
2696,3,89,19246.000000000007,CF
2697,4,89,19246.000000000004,CF
2698,5,89,2.9103830456733704e-11,CF
2699,6,89,305.9999999999818,CF
2700,7,89,3.637978807091713e-12,CF
2701,8,89,7.275957614183426e-12,CF
2702,9,89,3.637978807091713e-12,CF
2703,10,89,3.637978807091713e-12,CF
2704,11,89,1.0913936421275137e-11,CF
2705,12,89,3.637978807091713e-12,CF
2706,13,89,7.275957614183426e-12,CF
2707,14,89,3.637978807091713e-12,CF
2708,15,89,3.637978807091713e-12,CF
2709,16,89,1.0913936421275139e-11,CF
2710,17,89,1.8189894035458565e-11,CF
2711,18,89,3.637978807091713e-12,CF
2712,19,89,1.4551915228366852e-11,CF
2713,20,89,3.637978807091713e-12,CF
2714,21,89,3.637978807091713e-12,CF
2715,22,89,7.275957614183426e-12,CF
2716,23,89,7.275957614183426e-12,CF
2717,24,89,305.9999999999927,CF
2718,25,89,3.637978807091713e-12,CF
2719,26,89,1.8189894035458565e-11,CF
